,rowIndex,matchTime,homeMovingAverage,homeOneStandardDev,homeUpperBand,homeLowerBand,homeUpperStd,homeLowerStd,awayMovingAverage,awayOneStandardDev,awayUpperBand,awayLowerBand,awayUpperStd,awayLowerStd
33,2024-04-06 19:11:48,340.0,0.0,340.0,340.0,340.0,340.0,1.02,0.0,1.02,1.02,1.02,1.02
34,2024-04-06 19:11:48,340.0,0.0,340.0,340.0,340.0,340.0,1.02,0.0,1.02,1.02,1.02,1.02
35,2024-04-06 19:11:48,340.0,0.0,340.0,340.0,340.0,340.0,1.02,0.0,1.02,1.02,1.02,1.02
36,2024-04-06 19:11:49,341.0,3.0,347.0,335.0,344.0,338.0,1.02,0.0,1.02,1.02,1.02,1.02
37,2024-04-06 19:11:49,341.0,3.0,347.0,335.0,344.0,338.0,1.02,0.0,1.02,1.02,1.02,1.02
38,2024-04-06 19:11:49,341.0,3.0,347.0,335.0,344.0,338.0,1.02,0.0,1.02,1.02,1.02,1.02
40,2024-04-06 19:11:50,342.0,4.0,350.0,334.0,346.0,338.0,1.02,0.0,1.02,1.02,1.02,1.02
41,2024-04-06 19:11:50,342.0,4.0,350.0,334.0,346.0,338.0,1.02,0.0,1.02,1.02,1.02,1.02
42,2024-04-06 19:11:51,343.0,4.58257569495584,352.16515138991167,333.83484861008833,347.58257569495584,338.41742430504416,1.02,0.0,1.02,1.02,1.02,1.02
44,2024-04-06 19:11:51,343.0,4.58257569495584,352.16515138991167,333.83484861008833,347.58257569495584,338.41742430504416,1.02,0.0,1.02,1.02,1.02,1.02
45,2024-04-06 19:11:52,344.0,4.898979485566356,353.7979589711327,334.2020410288673,348.8989794855664,339.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
47,2024-04-06 19:11:52,344.0,4.898979485566356,353.7979589711327,334.2020410288673,348.8989794855664,339.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
48,2024-04-06 19:11:53,345.0,5.0,355.0,335.0,350.0,340.0,1.02,0.0,1.02,1.02,1.02,1.02
49,2024-04-06 19:11:53,345.0,5.0,355.0,335.0,350.0,340.0,1.02,0.0,1.02,1.02,1.02,1.02
50,2024-04-06 19:11:53,345.0,5.0,355.0,335.0,350.0,340.0,1.02,0.0,1.02,1.02,1.02,1.02
52,2024-04-06 19:11:54,346.0,4.898979485566356,355.7979589711327,336.2020410288673,350.8989794855664,341.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
53,2024-04-06 19:11:54,346.0,4.898979485566356,355.7979589711327,336.2020410288673,350.8989794855664,341.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
54,2024-04-06 19:11:55,347.0,4.58257569495584,356.16515138991167,337.83484861008833,351.58257569495584,342.41742430504416,1.02,0.0,1.02,1.02,1.02,1.02
56,2024-04-06 19:11:55,347.0,4.58257569495584,356.16515138991167,337.83484861008833,351.58257569495584,342.41742430504416,1.02,0.0,1.02,1.02,1.02,1.02
57,2024-04-06 19:11:56,350.66666666666663,9.521904571390472,369.7104758094476,331.62285752388567,360.1885712380571,341.1447620952762,1.02,0.0,1.02,1.02,1.02,1.02
58,2024-04-06 19:11:56,350.66666666666663,9.521904571390472,369.7104758094476,331.62285752388567,360.1885712380571,341.1447620952762,1.02,0.0,1.02,1.02,1.02,1.02
60,2024-04-06 19:11:57,359.66666666666663,25.053276565484737,409.7732197976361,309.56011353569716,384.71994323215137,334.6133901011819,1.02,0.0,1.02,1.02,1.02,1.02
61,2024-04-06 19:11:57,359.66666666666663,25.053276565484737,409.7732197976361,309.56011353569716,384.71994323215137,334.6133901011819,1.02,0.0,1.02,1.02,1.02,1.02
62,2024-04-06 19:11:57,359.66666666666663,25.053276565484737,409.7732197976361,309.56011353569716,384.71994323215137,334.6133901011819,1.02,0.0,1.02,1.02,1.02,1.02
64,2024-04-06 19:11:58,368.6666666666667,31.664912232101113,431.9964911308689,305.3368422024645,400.3315788987678,337.00175443456556,1.02,0.0,1.02,1.02,1.02,1.02
65,2024-04-06 19:11:58,368.6666666666667,31.664912232101113,431.9964911308689,305.3368422024645,400.3315788987678,337.00175443456556,1.02,0.0,1.02,1.02,1.02,1.02
66,2024-04-06 19:11:59,376.6666666666667,35.77708763999664,448.22084194665996,305.1124913866734,412.4437543066633,340.88957902667005,1.02,0.0,1.02,1.02,1.02,1.02
67,2024-04-06 19:11:59,376.6666666666667,35.77708763999664,448.22084194665996,305.1124913866734,412.4437543066633,340.88957902667005,1.02,0.0,1.02,1.02,1.02,1.02
69,2024-04-06 19:12:00,384.6666666666667,37.80652501002087,460.2797166867084,309.05361664662496,422.4731916766876,346.8601416566458,1.02,0.0,1.02,1.02,1.02,1.02
70,2024-04-06 19:12:00,384.6666666666667,37.80652501002087,460.2797166867084,309.05361664662496,422.4731916766876,346.8601416566458,1.02,0.0,1.02,1.02,1.02,1.02
71,2024-04-06 19:12:00,384.6666666666667,37.80652501002087,460.2797166867084,309.05361664662496,422.4731916766876,346.8601416566458,1.02,0.0,1.02,1.02,1.02,1.02
73,2024-04-06 19:12:01,392.6666666666667,38.08761828556187,468.8419032377904,316.49143009554297,430.75428495222855,354.5790483811048,1.02,0.0,1.02,1.02,1.02,1.02
74,2024-04-06 19:12:01,392.6666666666667,38.08761828556187,468.8419032377904,316.49143009554297,430.75428495222855,354.5790483811048,1.02,0.0,1.02,1.02,1.02,1.02
75,2024-04-06 19:12:02,400.6666666666667,36.66060555964672,473.9878777859601,327.34545554737326,437.3272722263134,364.00606110701995,1.02,0.0,1.02,1.02,1.02,1.02
77,2024-04-06 19:12:02,400.6666666666667,36.66060555964672,473.9878777859601,327.34545554737326,437.3272722263134,364.00606110701995,1.02,0.0,1.02,1.02,1.02,1.02
78,2024-04-06 19:12:03,407.6666666666667,32.79735761714145,473.2613819009496,342.0719514323838,440.46402428380816,374.8693090495252,1.02,0.0,1.02,1.02,1.02,1.02
79,2024-04-06 19:12:03,407.6666666666667,32.79735761714145,473.2613819009496,342.0719514323838,440.46402428380816,374.8693090495252,1.02,0.0,1.02,1.02,1.02,1.02
81,2024-04-06 19:12:04,414.6666666666667,26.63331247391757,467.93329161450185,361.4000417188315,441.29997914058424,388.03335419274913,1.02,0.0,1.02,1.02,1.02,1.02
82,2024-04-06 19:12:04,414.6666666666667,26.63331247391757,467.93329161450185,361.4000417188315,441.29997914058424,388.03335419274913,1.02,0.0,1.02,1.02,1.02,1.02
83,2024-04-06 19:12:04,414.6666666666667,26.63331247391757,467.93329161450185,361.4000417188315,441.29997914058424,388.03335419274913,1.02,0.0,1.02,1.02,1.02,1.02
85,2024-04-06 19:12:05,421.6666666666667,15.652475842498523,452.9716183516637,390.36171498166965,437.3191425091652,406.01419082416817,1.02,0.0,1.02,1.02,1.02,1.02
86,2024-04-06 19:12:05,421.6666666666667,15.652475842498523,452.9716183516637,390.36171498166965,437.3191425091652,406.01419082416817,1.02,0.0,1.02,1.02,1.02,1.02
87,2024-04-06 19:12:06,426.0,4.898979485566356,435.7979589711327,416.2020410288673,430.8989794855664,421.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
89,2024-04-06 19:12:06,426.0,4.898979485566356,435.7979589711327,416.2020410288673,430.8989794855664,421.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
90,2024-04-06 19:12:07,425.0,5.0,435.0,415.0,430.0,420.0,1.02,0.0,1.02,1.02,1.02,1.02
91,2024-04-06 19:12:07,425.0,5.0,435.0,415.0,430.0,420.0,1.02,0.0,1.02,1.02,1.02,1.02
92,2024-04-06 19:12:07,425.0,5.0,435.0,415.0,430.0,420.0,1.02,0.0,1.02,1.02,1.02,1.02
94,2024-04-06 19:12:08,424.0,4.898979485566356,433.7979589711327,414.2020410288673,428.8989794855664,419.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
95,2024-04-06 19:12:08,424.0,4.898979485566356,433.7979589711327,414.2020410288673,428.8989794855664,419.1010205144336,1.02,0.0,1.02,1.02,1.02,1.02
97,2024-04-06 19:12:09,423.0,4.58257569495584,432.16515138991167,413.83484861008833,427.58257569495584,418.41742430504416,1.02,0.0,1.02,1.02,1.02,1.02
98,2024-04-06 19:12:09,423.0,4.58257569495584,432.16515138991167,413.83484861008833,427.58257569495584,418.41742430504416,1.02,0.0,1.02,1.02,1.02,1.02
99,2024-04-06 19:12:10,422.0,4.0,430.0,414.0,426.0,418.0,1.02,0.0,1.02,1.02,1.02,1.02
100,2024-04-06 19:12:10,422.0,4.0,430.0,414.0,426.0,418.0,1.02,0.0,1.02,1.02,1.02,1.02
102,2024-04-06 19:12:11,420.0,4.47213595499958,428.94427190999915,411.05572809000085,424.4721359549996,415.5278640450004,1.02,0.0,1.02,1.02,1.02,1.02
103,2024-04-06 19:12:11,420.0,4.47213595499958,428.94427190999915,411.05572809000085,424.4721359549996,415.5278640450004,1.02,0.0,1.02,1.02,1.02,1.02
104,2024-04-06 19:12:11,420.0,4.47213595499958,428.94427190999915,411.05572809000085,424.4721359549996,415.5278640450004,1.02,0.0,1.02,1.02,1.02,1.02
106,2024-04-06 19:12:12,421.0,7.0,435.0,407.0,428.0,414.0,1.02,0.0,1.02,1.02,1.02,1.02
107,2024-04-06 19:12:12,421.0,7.0,435.0,407.0,428.0,414.0,1.02,0.0,1.02,1.02,1.02,1.02
108,2024-04-06 19:12:13,423.0,9.0,441.0,405.0,432.0,414.0,1.02,0.0,1.02,1.02,1.02,1.02
110,2024-04-06 19:12:13,423.0,9.0,441.0,405.0,432.0,414.0,1.02,0.0,1.02,1.02,1.02,1.02
111,2024-04-06 19:12:14,425.0,10.246950765959598,445.4939015319192,404.5060984680808,435.2469507659596,414.7530492340404,1.02,0.0,1.02,1.02,1.02,1.02
112,2024-04-06 19:12:14,425.0,10.246950765959598,445.4939015319192,404.5060984680808,435.2469507659596,414.7530492340404,1.02,0.0,1.02,1.02,1.02,1.02
114,2024-04-06 19:12:15,427.0,11.0,449.0,405.0,438.0,416.0,1.02,0.0,1.02,1.02,1.02,1.02
115,2024-04-06 19:12:15,427.0,11.0,449.0,405.0,438.0,416.0,1.02,0.0,1.02,1.02,1.02,1.02
116,2024-04-06 19:12:15,427.0,11.0,449.0,405.0,438.0,416.0,1.02,0.0,1.02,1.02,1.02,1.02
117,2024-04-06 19:12:16,429.0,11.357816691600547,451.71563338320107,406.28436661679893,440.35781669160053,417.64218330839947,1.02,0.0,1.02,1.02,1.02,1.02
