"['010124', 'Blackpool v Lincoln']",bet placed at ,1.61,minute ,8.0
"['010124', 'Blackpool v Lincoln']",Exit position at minute 30.0 at level odds 1.25 - profit =,-0.288,1.61,minute =,8
"['010124', 'Bristol City v Millwall']",bet placed at ,2.396833333333333,minute ,8.0
"['010124', 'Bristol City v Millwall']",Exit position at minute 15.0 at level odds 2.36 - profit =,-0.0156,2.396833333333333,minute =,8
"['010124', 'Middlesbrough v Coventry']",bet placed at ,2.2938333333333327,minute ,16.0
"['010124', 'Middlesbrough v Coventry']",Exit position at minute 24.0 at level odds 2.22 - profit =,-0.0333,2.2938333333333327,minute =,16
"['010124', 'Portsmouth v Stevenage']",bet placed at ,2.159333333333333,minute ,8.0
"['010124', 'Portsmouth v Stevenage']",Exit position at minute 17.0 at level odds 1.43 - profit =,-0.51,2.159333333333333,minute =,8
"['010124', 'Reading v Exeter']",bet placed at ,1.8448333333333333,minute ,8.0
"['010124', 'Reading v Exeter']",Exit position at minute 12.0 on home goal at odds 1.33 - profit =,-0.3871,1.8448333333333333,minute =,8
Odds spread: ,"['010124', 'Reading v Exeter']",12.0,12.5
"['010124', 'Sunderland v Preston']",bet placed at ,1.8026666666666666,minute ,6.0
"['010124', 'Sunderland v Preston']",Exit position at minute 15.0 at level odds 1.31 - profit =,-0.3761,1.8026666666666666,minute =,6
"['020124', 'AC Milan v Cagliari']",bet placed at ,1.7886666666666666,minute ,6.0
"['020124', 'AC Milan v Cagliari']",Exit position at minute 15.0 at level odds 1.74 - profit =,-0.028,1.7886666666666666,minute =,6
"['020224', 'Karlsruhe v Wehen Wiesbaden']",bet placed at ,1.8366666666666667,minute ,6.0
"['020224', 'Karlsruhe v Wehen Wiesbaden']",Exit position at minute 19.0 at level odds 1.98 - profit =,0.0724,1.8366666666666667,minute =,6
"['020224', 'Nigeria v Angola']",bet placed at ,1.5838333333333334,minute ,6.0
"['020224', 'Nigeria v Angola']",Exit position at minute 15.0 at level odds 1.55 - profit =,-0.0218,1.5838333333333334,minute =,6
"['020923', 'Augsburg v Bochum']",bet placed at ,2.337333333333333,minute ,8.0
"['020923', 'Augsburg v Bochum']",Exit position at minute 15.0 at level odds 2.4 - profit =,0.0261,2.337333333333333,minute =,8
"['020923', 'Betis v Rayo Vallecano']",bet placed at ,2.2645,minute ,12.0
"['020923', 'Betis v Rayo Vallecano']",Exit position at halftime 45.0 on breakeven number - profit = ,0.1735,Bet placed at =,2.2645,minute =,12
"['020923', 'Betis v Rayo Vallecano']",bet placed at ,2.317333333333333,minute ,16.0
"['020923', 'Betis v Rayo Vallecano']",Exit position at halftime 45.0 on breakeven number - profit = ,0.1543,Bet placed at =,2.317333333333333,minute =,16
"['020923', 'Betis v Rayo Vallecano']",bet placed at ,2.355333333333333,minute ,20.0
"['020923', 'Betis v Rayo Vallecano']",Exit position at halftime 45.0 on breakeven number - profit = ,0.1404,Bet placed at =,2.355333333333333,minute =,20
"['020923', 'Charlton v Fleetwood Town']",bet placed at ,2.118,minute ,6.0
"['020923', 'Charlton v Fleetwood Town']",Exit position at minute 19.0 on away goal at odds 3.8 - profit =,0.4426,2.118,minute =,6
Odds spread: ,"['020923', 'Charlton v Fleetwood Town']",2.0,2.06
"['020923', 'FC Cincinnati v Orlando City']",bet placed at ,1.8928333333333334,minute ,6.0
"['020923', 'FC Cincinnati v Orlando City']",Exit position at minute 10.0 on away goal at odds 1.94 - profit =,0.0243,1.8928333333333334,minute =,6
Odds spread: ,"['020923', 'FC Cincinnati v Orlando City']",4.4,4.5
"['020923', 'Kaiserslautern v Nurnberg']",bet placed at ,2.2551666666666668,minute ,6.0
"['020923', 'Kaiserslautern v Nurnberg']",Exit position at minute 22.0 on home goal at odds 1.51 - profit =,-0.4935,2.2551666666666668,minute =,6
Odds spread: ,"['020923', 'Kaiserslautern v Nurnberg']",7.6,7.8
"['020923', 'LA Galaxy v Houston Dynamo']",bet placed at ,2.313166666666666,minute ,20.0
"['020923', 'LA Galaxy v Houston Dynamo']",Exit position at minute 24.0 at level odds 2.3 - profit =,-0.0057,2.313166666666666,minute =,20
"['020923', 'Leicester v Hull']",bet placed at ,1.5936666666666668,minute ,6.0
"['020923', 'Leicester v Hull']",Exit position at minute 15.0 at level odds 2.58 - profit =,0.3823,1.5936666666666668,minute =,6
"['020923', 'Nashville SC v Charlotte FC']",bet placed at ,2.0893333333333333,minute ,20.0
"['020923', 'Nashville SC v Charlotte FC']",Exit position at minute 27.0 at level odds 2.16 - profit =,0.0327,2.0893333333333333,minute =,20
"['020923', 'New York City v Vancouver Whitecaps']",bet placed at ,2.053,minute ,20.0
"['020923', 'New York City v Vancouver Whitecaps']",Exit position at minute 24.0 at level odds 2.04 - profit =,-0.0064,2.053,minute =,20
"['020923', 'Portsmouth v Peterborough']",bet placed at ,2.255,minute ,6.0
"['020923', 'Portsmouth v Peterborough']",Exit position at minute 15.0 at level odds 2.18 - profit =,-0.0344,2.255,minute =,6
"['020923', 'Real Salt Lake v Colorado']",bet placed at ,1.7491666666666668,minute ,16.0
