Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
07/04/2024 12:56:01,Vejle v Viborg - Correct Score,G_AUTO1,Market,2,Total away goals,1.3188350568844,Total home goals,1.33221346809309,
