Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
07/04/2024 19:41:00,Nantes v Lyon - Correct Score,G_AUTO1,Market,2,Total away goals,1.47994048977708,Total home goals,1.1256821061555,
