Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
17/03/2024 07:59:16,Man Utd v Liverpool - Correct Score,G_AUTO1,Market,2,Total away goals,2.1880883484707,Total home goals,1.40748012336248,
