Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
10/03/2024 18:20:04,Fiorentina v Roma - Correct Score,G_AUTO1,Market,2,Total away goals,1.28965339363677,Total home goals,1.35447581695462,
