Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
11/03/2024 15:26:09,Lazio v Udinese - Match Odds,G_AUTO1,Market,1,Total away goals,0.763380281690141,
