Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
06/04/2024 11:29:48,Sporting Lisbon v Benfica - Correct Score,G_AUTO1,Market,2,Total away goals,1.31082083820319,Total home goals,1.64278783308195,
06/04/2024 20:26:00,Sporting Lisbon v Benfica - Correct Score,G_AUTO1,Market,2,Total away goals,1.27989815780934,Total home goals,1.68984643991223,
