Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
12/03/2024 17:35:50,Bolton v Oxford Utd - Match Odds,G_AUTO1,Market,1,Total away goals,0.717391304347826,
