Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
06/04/2024 11:29:49,Catanzaro v Como - Correct Score,G_AUTO1,Market,2,Total away goals,1.45449949574201,Total home goals,1.3375098924298,
06/04/2024 15:11:01,Catanzaro v Como - Correct Score,G_AUTO1,Market,2,Total away goals,1.42974607384185,Total home goals,1.265748320758,
