Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
07/04/2024 13:56:01,Toulouse v Strasbourg - Correct Score,G_AUTO1,Market,2,Total away goals,1.15612407852312,Total home goals,1.51761343794812,
