Time,Market,Automation instance,Section type:BetAngel/Event/Market/{Selection Name},Count of name/value pairs in this Section before next Section column,Stored Value Name (Suffix: {S}=Shared {HL}=History List),Stored Value
06/04/2024 11:29:49,Karlsruhe v St Pauli - Correct Score,G_AUTO1,Market,2,Total away goals,1.62549390279691,Total home goals,1.4083593486424,
06/04/2024 19:26:00,Karlsruhe v St Pauli - Correct Score,G_AUTO1,Market,2,Total away goals,1.49454240409796,Total home goals,1.41822361253748,
